annual_turnover,loan_amount,gst_compliance_score,audit_risk_flag,cibil_score,risk_probability,default
4553074.429348298,2020215.4463224194,6,0,486,0.02160991428597857,0
6428000.988184184,522475.6148408586,6,0,879,0.021341498900428538,0
5946475.249147089,1315530.280484269,5,0,841,0.021482176759519658,0
4854342.174686254,1606904.3969705317,8,0,603,0.021452400718412,0
3306412.56386319,1041011.947694632,2,0,735,0.02166260368956829,0
1970305.550628271,2365584.8158836495,7,0,512,0.022133465500400826,0
4106970.095865958,1182295.0598856315,4,0,705,0.021568567008356087,0
6712797.588646945,1479353.6564963586,1,0,433,0.021629669887900906,0
5428187.488260408,1778011.0484211454,5,1,518,0.021684356931034286,0
2508522.4425760238,1204357.6055990527,3,0,720,0.021747966911310496,0
5346361.851702364,576713.4760977915,4,0,618,0.021435252655377764,0
5770634.759457674,1285672.7365417334,7,0,456,0.021409275908851944,0
3232285.1275977343,2014720.2779635203,5,0,487,0.02177996522722705,0
5307450.211891056,1331552.4366074307,4,0,775,0.02154117048300914,0
5116417.436892,1076782.8492705107,1,1,461,0.021745757550886372,0
2714059.404338754,1962836.1047513608,6,0,428,0.02181692112626315,0
5715574.720696567,1334612.5519884736,10,1,603,0.021429550589091063,0
6121569.052736469,1244919.5931748913,6,0,388,0.021431916789031245,0
7166102.486350554,1574728.0448316548,7,1,461,0.021530453662404067,0
7107604.104069806,1885375.1048093936,1,0,335,0.021662911337863817,0
2244661.264085818,2690856.765866273,4,0,526,0.022243196934745413,0
3124349.9201697544,1913618.0538287116,9,0,450,0.02162382415088538,0
6030070.53441732,2079919.9831941721,10,0,892,0.02138863416367507,0
6027571.9018244175,1247016.9005060722,6,0,346,0.021434523272231283,0
6030095.372612095,987065.9470152619,2,0,530,0.02155065503399535,0
12705462.981309444,1531165.6748095616,4,0,838,0.021444615607480632,0
6141781.021386334,1553584.9576297982,6,1,464,0.021592077781676444,0
7271131.280361198,960743.6293177014,4,0,886,0.02145322070119123,0
6908003.526986404,1412352.7350479935,10,0,873,0.02128459777636495,0
6302782.502611596,1699658.8008595654,7,0,365,0.021443990222736315,0
4369461.510719309,1680196.6975090401,3,0,379,0.021677182995169464,0
6517938.440986535,1752143.926692136,6,0,439,0.02148039198406764,0
3454349.5709248567,1645482.3650687216,4,1,699,0.0218315906390294,0
4526362.786519982,1246495.6703649722,3,0,429,0.021596347827302482,0
4029272.904341793,1243049.6866755784,3,1,745,0.021744312069170036,0
5163748.278772645,900524.301003062,2,0,328,0.021558582270007266,0
9629317.133347018,2392387.5195925473,3,0,501,0.021576397600977574,0
1265469.614816504,1506725.1823096464,10,0,536,0.0220149867308715,0
6372520.380749027,1387573.472102574,1,0,898,0.021627718489094717,0
1774568.257620697,1035603.9592737707,3,0,638,0.021824601519861833,0
4056136.268421133,2967828.951163889,9,1,698,0.02183554387461201,0
7177901.193934732,963335.9838885523,4,0,738,0.021454759212054406,0
5128560.0381909255,1285576.0371969633,3,0,588,0.021578042988981135,0
2844510.444141388,1707918.4181430303,8,0,551,0.02165192377361438,0
3569392.5814800635,1800106.4828721387,1,0,399,0.021839959434092112,0
6359195.497869352,1978966.0276078419,5,0,884,0.0215488091131833,0
3539266.736565727,2403804.2538846317,1,1,721,0.022092902210790133,0
5432917.17916395,1753078.8277303562,7,1,317,0.021606685485834158,0
5091143.679807628,971984.6000166662,5,0,770,0.021459727362645252,0
3696799.304788366,1371527.4374391092,2,1,306,0.021827630729006044,0
9287888.178650651,1653916.1862569426,1,0,718,0.021598337626238067,0
6267838.044636022,2534113.020752912,7,0,679,0.021543703760389273,0
949714.8266847855,801097.2607878515,1,0,807,0.02209117264264459,0
5372908.6295388555,2101288.2526126136,3,0,413,0.021682039785768062,0
3676427.0704632243,1589957.1847732083,6,0,810,0.021601597082291788,0
6704866.669592448,1918915.2676147404,6,0,895,0.02149326287157419,0
3414958.5231345985,1449002.641682034,7,0,768,0.02155852068289126,0
4770527.117066202,1078783.6849368368,1,0,392,0.02163393359794494,0
6009974.557960914,1875436.389700666,7,0,791,0.02147538189062446,0
6731510.388340243,1827215.5135528105,2,1,401,0.02175389373927007,0
2599407.1858884473,1986028.482869861,6,0,792,0.02184715365277217,0
4330997.528318103,1493347.6823106823,8,0,835,0.02146260669998155,0
4050109.377678088,1200088.9883400754,5,0,784,0.021537783353632153,0
3693341.5348525764,720606.5024880792,10,0,778,0.021277678917977952,0
8530908.480562193,1909686.634069703,3,1,466,0.021681619270238452,0
5809963.421921911,1711944.741221993,8,1,439,0.021548902308971395,0
2478232.0913299094,1017108.6835680204,8,0,393,0.021511200225439127,0
6835723.894109553,1230713.1633516878,4,0,480,0.021488703658615143,0
9244312.394025266,1266620.5940242796,8,0,875,0.02130871558212265,0
7064930.521102293,758507.784008791,5,0,303,0.02139784576511441,0
1961260.0680919732,1091158.801697433,5,0,688,0.021730376960963003,0
4031531.8542674975,933084.8215968229,3,0,571,0.021563805948638277,0
7533822.298373246,1293760.4940560316,7,1,431,0.021494889469393832,0
3584661.0687624384,1130651.2508352187,9,1,883,0.02152724447408613,0
5887638.856292456,686497.5395666256,9,0,892,0.02125656413824377,0
6549268.1068586735,2511295.115284741,1,0,811,0.021750440893198223,0
3146139.056843834,2126270.3655146156,1,1,351,0.02209042365208103,0
4880949.2878764,1110490.2892400073,10,0,589,0.021301678993232005,0
-1482534.6801381456,1636210.698326805,5,0,745,0.02050094567189014,0
2951224.7173314206,1708732.5449106474,1,0,536,0.02189526384156781,0
4494863.69721368,2095542.9273867384,4,0,790,0.021700643135208097,0
2504433.636070301,1090697.4866699607,1,0,579,0.021788997196050597,0
8264822.607863271,2046053.391991213,2,0,343,0.021612771701026903,0
2139717.2440787344,1226047.3478965324,2,0,658,0.021853792336363094,0
4119911.0266060326,832068.7979156934,4,0,867,0.021504938979379364,0
5261481.154572182,1862068.2796572486,8,0,825,0.02146934716753803,0
7882546.578132231,2145379.2120612143,2,0,761,0.021630995718508683,0
2128275.697641121,2793954.4867653423,9,0,400,0.022142471521255647,0
7326327.504309919,900137.3674548933,9,1,760,0.021384638868535,0
5020466.122039174,1849459.8425403945,2,0,567,0.021702254553079947,0
3036982.697904098,1295099.3781032334,1,0,661,0.0217822843959943,0
5924206.948526542,1891679.3552620157,10,1,707,0.021493102005012373,0
5398119.39114694,764755.2243843747,10,0,336,0.021238101247704703,0
3799566.245682411,868615.112150718,9,0,767,0.021339519810181118,0
5139604.169980038,1112062.588416758,2,0,558,0.02158967159183297,0
4229372.80627648,1539482.0228340423,8,0,808,0.021476821433236332,0
5227034.690502496,1179459.3667308223,3,1,608,0.02168294567444057,0
6324261.349042093,1829527.1719567098,1,0,572,0.021680704900900186,0
8172033.632290704,2013447.3091289573,1,0,409,0.02164892924107872,0
2524369.002346302,1799788.7706226779,10,0,559,0.021661210784435878,0
9266066.749312533,2309393.819830434,2,0,567,0.021614008243515156,0
1095824.4009549962,1707913.3147276714,7,1,331,0.02252200128257066,0
4696429.8099288335,891551.6448299164,6,0,476,0.021421896223565176,0
6176634.412969153,2181688.25676917,2,0,403,0.021691021109135993,0
5561983.735470065,1197421.8821970013,4,0,535,0.021514806962271447,0
3754600.9603588125,1955209.249842785,2,0,392,0.021815099137542517,0
4583755.499285449,2286867.108277553,1,1,500,0.02195938823088662,0
4013998.1306823343,1728344.0053651996,3,0,896,0.02171128639108389,0
3821270.4861115767,751920.5934176751,4,1,334,0.021624530719020565,0
6699204.194042049,1040893.9167451042,10,0,416,0.021248251437374136,0
5714030.971930095,2161372.2334425678,5,0,757,0.02159847433965947,0
3614180.809478692,1415438.6571785917,5,1,770,0.02173181786850258,0
6799199.750866502,1539786.767471083,7,0,698,0.021411994088271918,0
5614599.0417532185,1879412.2080818047,10,0,896,0.021381088792345394,0
6625724.237677921,1848161.4310401618,8,0,416,0.021413824428882348,0
6259257.683847224,1639399.9061927304,9,0,661,0.021364187492888688,0
3342009.978155855,1395665.8143897671,7,0,503,0.021553560217577667,0
3879637.9196060607,1343665.7771338213,5,0,445,0.021574834580759733,0
6494587.210246524,1928949.4126456715,9,0,743,0.021390177706977914,0
6220740.53086693,1776784.7655338966,8,0,596,0.02141877576263278,0
4958196.812071703,1371349.9996911052,10,0,880,0.021338018872869156,0
5234654.766617564,2041056.1564965704,9,0,786,0.0214589834078434,0
7555329.791576849,1435482.9424351081,10,0,530,0.02127389175642267,0
3816857.22232834,1074168.9128328033,8,0,502,0.02141566877047228,0
6094194.762340076,1120514.6505483277,6,0,661,0.02141747466042984,0
4595614.695132212,1010629.581845117,4,1,694,0.021641668051101594,0
4564637.59354556,1363794.9916981563,9,0,547,0.021391485035426632,0
7197553.70397438,2116862.1391680967,9,1,739,0.02151146559330941,0
6650832.69797606,1097452.4094847455,10,0,695,0.021255386535150713,0
6627019.272001277,1594237.8805090515,10,0,655,0.02131134486220636,0
7610957.614308658,1171655.3271862934,9,0,700,0.021284221231205946,0
5042007.683265518,1369845.4793642813,10,0,540,0.02133439290222097,0
6363905.942589927,744979.394007374,3,0,640,0.021479091853260867,0
4379466.486813088,1389730.8854217313,3,1,528,0.021750847329002142,0
5648332.704976885,1403147.310097519,6,0,842,0.02146528286996125,0
4739713.8912646305,1770143.9720178477,6,0,838,0.021557898727672928,0
5193991.929985437,1611640.4566276853,6,1,828,0.021634541573886248,0
6190314.050873827,900803.9375239774,5,0,566,0.02142610459701496,0
3363558.633533055,2042099.1220217715,5,0,428,0.021767977009721214,0
9184774.55137092,1605151.5201109976,2,0,519,0.021558855331038337,0
2987965.237000596,1599196.7585887434,7,1,381,0.021764092281875397,0
2571622.7744245357,1495408.8233074306,4,0,860,0.021786032708983865,0
7316221.7470001355,1241121.27638889,3,0,852,0.021518030730718035,0
6583325.387925872,1608901.169874363,8,0,319,0.02138823846325813,0
6248239.634104311,1737794.217964291,4,0,626,0.021561346147689852,0
6256691.01852856,626552.1543272226,4,0,336,0.02142952834985149,0
4975506.45430617,1230619.5813269522,8,0,681,0.02139041970951162,0
3205491.2570283366,1372526.5147982053,1,0,338,0.021783570834975383,0
5151609.116387453,1628085.302847139,9,0,408,0.02140426829927483,0
3645676.576975777,2096655.502963563,7,0,728,0.021670203110878646,0
6950239.466835503,1114129.5927016088,2,0,363,0.02154814505834471,0
4705885.236995723,1251019.0765910791,6,0,474,0.021478186911631746,0
3349005.606414977,1243732.944676725,8,0,331,0.02148228425783168,0
4357228.316694013,1099236.2049477291,5,0,830,0.02150517298008668,0
5825862.908551249,1326406.7524438687,6,1,405,0.021573356587426862,0
3872550.894392051,1885401.1099939856,10,0,781,0.02149375565727907,0
3355559.2088671373,973082.2523178272,8,0,505,0.021422011016191633,0
5487374.422983824,1713907.1975764516,6,0,546,0.021512621868780446,0
5489933.142217445,649048.8849908322,9,0,388,0.021257767988746647,0
3986113.6492577405,1219331.001778897,9,0,615,0.021396758723835382,0
4057923.3887633546,1335255.349891007,9,0,310,0.021413907097174528,0
5464099.874715272,2337429.8364570322,6,0,348,0.021598120674161298,0
2103831.3170053517,1362598.847623656,9,0,872,0.02164988613312391,0
2185072.4512468893,399378.2632745409,3,0,470,0.02152775948280997,0
3563111.557495128,500555.5465693751,5,1,442,0.021545810981694575,0
4573105.696576306,1517014.7931733404,2,0,506,0.021675104494288888,0
5621815.131196009,1806885.4278949543,8,0,762,0.02144527743650532,0
7950712.433899105,1687727.9288136265,4,0,808,0.02151257547018393,0
6715319.246404039,1583785.0529004952,6,0,500,0.021455972318559998,0
4680122.940073146,2081129.7987528334,6,0,304,0.02161063312004814,0
4961967.584194622,1230204.389631434,5,0,510,0.02150194979799929,0
2994941.2707243823,1947455.2780134126,1,0,328,0.021948038003565807,0
4962973.72801522,683992.5574867913,7,0,489,0.02134634095583945,0
4422682.722159724,1047526.0835309669,10,0,487,0.02130859475113021,0
5645437.1206761785,596479.3025340919,8,0,449,0.02128549039807586,0
3345538.112895354,1362577.349665104,1,1,824,0.021891529447445747,0
6038693.028482345,1476869.3913668287,10,0,665,0.021314308329544115,0
8065477.826005155,1557050.74611326,7,0,456,0.021387246734022917,0
4782479.703086285,1530941.6764435675,4,0,379,0.021592443968496508,0
5803423.444197883,1036223.334594136,6,0,572,0.02141354043687416,0
6380287.983422225,1404879.5777933921,9,0,817,0.021333285038052777,0
4197559.056228328,751276.6656971257,5,1,531,0.021574322220220658,0
5448184.963620833,2181614.487566125,8,0,459,0.021503803439569726,0
5025184.80156359,1348186.9635509995,5,0,643,0.02151702821139027,0
5195352.197097664,1255556.9404781545,2,0,588,0.021608407675050387,0
3453980.4322890667,2294470.164222041,4,0,504,0.021847350784577644,0
5049020.348517885,878876.7332253854,2,0,604,0.021558341741653834,0
5995996.5824909,937206.4429840154,7,0,659,0.021360032165132485,0
7902287.215590084,951889.8375657174,7,0,699,0.021333482713433913,0
6918541.652170414,1466064.309150259,3,0,748,0.02154933208722748,0
9306364.915023113,1715815.8148187986,7,0,405,0.021380817362387727,0
3465304.874223901,1869837.7340589168,1,0,381,0.021866081593565987,0
6744641.273441357,2785997.6587474844,1,0,641,0.021772379123132107,0
5366684.011476704,375283.77289961814,9,0,720,0.021221998622343127,0
9379605.866435345,1804367.7945622085,6,0,348,0.021423773953434457,0
3383403.4292896967,1221434.7137138844,5,0,505,0.02158569922229002,0
3320556.315638448,1206792.4255556134,6,0,517,0.021550463047580966,0
3801214.709111956,1190113.9358730612,6,1,735,0.021636614117295425,0
752208.5513803866,1045615.1645960133,1,0,621,0.022495952611680105,0
3948489.9566384777,2342262.417301726,5,0,530,0.021757667688862257,0
3481734.6768926037,1921148.6635069514,9,0,786,0.02157886438983942,0
5300787.572952415,1511597.9892786874,4,0,728,0.02156655961211179,0
5683511.951554319,2175507.8762435,3,0,583,0.021675882139415247,0
8752341.678431772,743735.5173505621,1,1,785,0.0216528246091591,0
6900847.676372101,834647.4343345369,2,0,575,0.021519000118669127,0
3846192.688675194,411016.13390265615,3,0,732,0.021471537487773515,0
3203170.657303284,1150292.7299383562,4,0,484,0.021621324985993083,0
5983838.343013011,1580849.2633523764,7,0,515,0.021439930529402407,0
2359533.5859587155,1551429.288966167,6,0,396,0.021768266264843406,0
8662917.531708708,1574670.9555299403,8,0,418,0.021341861972220037,0
7358880.241442574,794471.5844669591,9,0,664,0.0212501660652165,0
4061648.6957905903,1901577.371307011,6,0,702,0.021628040903263018,0
1573730.9418182452,1619813.759119499,7,0,696,0.022006571658920525,0
7707744.748330826,1866527.1407329992,4,0,757,0.021534711525421895,0
4770920.309494765,553618.911204974,2,0,617,0.02151536498188596,0
7475632.623946924,1655745.429398895,9,0,681,0.02133424416679179,0
1811144.682411266,906117.3800412365,9,0,441,0.02154073875304443,0
3801249.954092454,1301338.373724319,4,0,756,0.021608907997612566,0
5010487.399436367,1767182.4493181917,3,0,800,0.02165360550219355,0
5093961.187529484,1545546.8031279566,10,0,622,0.02135788604959212,0
4099869.057041513,1074230.0101103405,6,0,567,0.02147535353302414,0
6245699.864694998,1503136.578092209,3,0,786,0.021570634964139315,0
2864759.1412348114,734232.3423781785,1,0,459,0.021656272731823658,0
4715241.029957413,2075133.697949148,4,1,313,0.02180473585524024,0
5240591.263423798,1397357.9902518743,1,0,454,0.02166393307381842,0
6028877.668117498,2059274.972127663,2,0,400,0.021682394571284177,0
6423229.756177779,1236734.1564519785,3,0,871,0.02153499170398139,0
